,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
17,17,17,17,17,17,17,17,63,1636148068921376768,Gaia DR3 604917831217725312,604917831217725312,1209257487,2016.0,132.877350503302,0.012028016,11.820329049332091,0.0063346885,1.1734913720701554,0.014848737,79.02971,11.293642,-10.871098243487332,0.014938212,-3.060321303858577,0.010548843,-0.22118044,-0.012090028,-0.076058894,0.04628091,0.16347171,0.093794696,-0.010015763,0.3461062,-0.16052584,-0.19173542,410,410,408,2,-3.4745274,478.2931,0.026455678,0.9038188,31,False,1.5672945,,,,,,,,47,17,0.021456696,49,9,0,0.06770563,11.783521,0,0,0.8793538,,,,,,,,,False,418,181168.7453840664,36.66284,4941.4814,12.542159,45,99306.16679968558,38.688797,2566.794,12.846102,42,116866.92523450218,35.300816,3310.6013,12.078667,1.193214,0,0,0,0,0,0.7674351,0.30394268,0.4634924,27.646376,1.5661176,1,16,11,8,19.486065,1.9869618,0.015102669,851.52484,17.613268,5750.0,4.5,-0.25,111,,,,11.874419,0.037105985,5,,NOT_AVAILABLE,215.69951867131783,31.95130756886457,132.00402402154884,-5.587991414384703,False,False,0,True,True,False,False,False,True,True,False,1.03072966e-13,5.1484424e-13,0.999896,6126.0586,6122.024,6129.685,3.9789,3.9698,3.9888,-0.2396,-0.243,-0.2358,824.9518,811.7274,837.7484,0.1394,0.1367,0.1419,0.1184,0.1161,0.1205,0.0635,0.0623,0.0647,PHOENIX,0.0286911898738563
18,18,18,18,18,18,18,18,71,1636148068921376768,Gaia DR3 604918140455366528,604918140455366528,1007363336,2016.0,132.86639751586537,0.018894646,11.836630882922345,0.010026346,1.1678549417500703,0.023138467,50.472443,11.43216,-11.039031028546573,0.023505189,-2.9722171242857707,0.017060257,-0.26949033,-0.089221895,-0.099713944,0.025434315,0.14062491,0.060517732,-0.014432366,0.32406646,-0.19635734,-0.23057804,405,0,404,1,1.7839026,458.05356,0.034811888,0.63499415,31,False,1.5497495,,,,,,,,47,17,0.034016326,49,9,0,0.0628962,12.842242,0,0,1.0629568,0.31283188,0.58407944,0.27219483,0.2243565,-173.62329,10.127993,-54.23131,-15.118633,False,409,38134.68332501016,7.7981615,4890.215,14.234067,44,20260.22129933,22.066902,918.12714,14.571932,40,25549.457122324293,18.40976,1387.8213,13.729442,1.2012602,0,2,0,1,0,0.8424902,0.33786488,0.5046253,34.421314,4.1448402,2,23,4,11,6.309166,,,851.5249,,6000.0,4.5,0.0,222,,,,13.420557,0.14835635,19,,VARIABLE,215.67678251015784,31.9483921537521,131.98920448346777,-5.575218950400365,False,False,0,False,False,False,True,False,True,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5701.6934,5677.907,5769.098,4.3597,4.2965,4.3846,-0.1434,-0.1699,-0.08,784.246,751.0156,875.8088,0.0874,0.0736,0.1289,0.0731,0.0615,0.108,0.0392,0.0329,0.0579,MARCS,0.0310952507601725
19,19,19,19,19,19,19,19,76,1636148068921376768,Gaia DR3 604920683076006272,604920683076006272,1105506170,2016.0,132.8291867238187,0.012069176,11.834918935672093,0.006580752,1.1486175014484674,0.01457415,78.81197,11.3228,-10.924748749944577,0.014751077,-2.975846557795479,0.011072946,-0.31039155,-0.14617749,-0.15587841,-0.044486374,0.14164084,0.013889116,0.055375997,0.32371598,-0.14022298,-0.28912282,366,366,366,0,-3.6251884,428.47476,0.025687858,0.8759695,31,False,1.5674963,,,,,,,,42,18,0.02169678,44,9,0,0.062664464,16.586983,1,0,0.86728454,,,,,,,,,False,354,208352.6038616204,55.412518,3760.0278,12.390369,38,114155.67152896416,84.84177,1345.5127,12.694798,38,134629.578711943,80.8978,1664.1934,11.925044,1.1940588,0,0,0,0,0,0.7697544,0.30442905,0.46532536,37.923508,8.525916,1,22,8,14,26.935926,31.65289,0.0,870.9536,110.54552,5750.0,4.5,-0.5,111,78.26306,48.465828,10.0,11.734696,0.0126424385,14,26.587465,NOT_AVAILABLE,215.66066170235112,31.914596563288423,131.95445644179628,-5.586765242448603,False,False,0,True,True,True,False,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,5815.996,5805.6606,5827.7705,3.9532,3.9459,3.9708,-0.3206,-0.3318,-0.3063,799.9794,775.6236,811.3947,0.0249,0.0177,0.0323,0.021,0.0149,0.0273,0.0113,0.008,0.0147,MARCS,0.0321945299664341
20,20,20,20,20,20,20,20,77,1636148068921376768,Gaia DR3 604917354477128448,604917354477128448,984343346,2016.0,132.87455586768024,0.017439974,11.788004957491042,0.0085258335,1.1672326381545282,0.02228043,52.388245,11.863847,-11.395968267451693,0.021365168,-3.298903330545701,0.014804007,-0.28065774,0.095354885,-0.010081132,0.09737276,0.10660495,0.11561631,-0.08093947,0.38039896,-0.16481161,-0.26054585,394,394,387,7,1.6947529,783.4324,0.09257179,11.280611,31,True,1.4187816,,,,,,,,45,15,0.031142756,49,8,2,0.06332649,11.453142,0,0,1.0610462,,,,,,,,,False,400,3812957.6027218574,753.59186,5059.712,9.234212,44,1466124.3034920918,768.40607,1908.0072,9.923115,44,3347839.839288832,995.89557,3361.6375,8.435984,1.2625276,0,0,0,0,0,1.4871311,0.68890285,0.79822826,32.080708,0.14843161,1,19,7,9,211.04825,2.0957325,0.00057649484,902.36176,1.2362423,4250.0,1.5,-0.25,222,7.42077,0.8208464,10.0,8.113567,0.008013334,10,240.54555,NOT_AVAILABLE,215.73276230110736,31.93529046507805,132.01021177987707,-5.619841168310669,False,False,0,True,True,True,False,False,True,True,False,1.02183615e-13,5.10402e-13,0.999984,4243.7725,4225.595,4283.2554,1.4405,1.4139,1.5453,-0.2776,-0.2907,-0.2731,906.6356,816.0682,953.1454,0.0499,0.0137,0.1138,0.0372,0.0102,0.085,0.0194,0.0053,0.0444,PHOENIX,0.0325733952066466
21,21,21,21,21,21,21,21,78,1636148068921376768,Gaia DR3 604917285757662592,604917285757662592,832193260,2016.0,132.8418298007512,0.014699054,11.778044916604935,0.008176497,1.1692371122511642,0.018021364,64.880615,11.451406,-11.042586041245432,0.01812626,-3.0324878820281342,0.013232272,-0.25205532,-0.050776646,-0.09567812,-0.0017680867,0.15511295,0.05151643,0.003881872,0.31806663,-0.18511152,-0.22389324,377,26,375,2,3.1939857,559.6479,0.060888022,3.793068,31,False,1.572651,,,,,,,,44,18,0.026189214,46,9,0,0.093221515,11.543648,0,0,1.1187464,,,,,,,,,False,389,113681.23394147218,26.882126,4228.878,13.048145,42,62922.35255087292,35.55247,1769.8447,13.34153,38,72686.98309056074,36.14708,2010.8674,12.594254,1.1928911,0,0,0,0,0,0.7472763,0.29338455,0.45389175,36.116814,1.935719,2,23,6,15,15.6490555,,,902.3617,,6250.0,4.0,0.0,222,,,,12.377843,0.031448033,17,,NOT_AVAILABLE,215.7276094806085,31.902027754844376,131.98195364356638,-5.6381359086363805,False,False,0,True,True,False,False,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,6032.672,6021.452,6043.8364,4.057,4.0303,4.099,-0.3207,-0.331,-0.3095,770.1071,728.6441,796.9444,0.0435,0.0382,0.0489,0.0369,0.0324,0.0415,0.0199,0.0174,0.0223,PHOENIX,0.0329365354870004
22,22,22,22,22,22,22,22,80,1636148068921376768,Gaia DR3 604920687371751936,604920687371751936,713435375,2016.0,132.83380736373863,0.017266149,11.83978233596769,0.00921007,1.13939745499583,0.020057356,56.806965,11.357985,-11.03174515596189,0.021199733,-2.7026667738845536,0.015676208,-0.23476896,-0.09934664,-0.15760903,-0.13639134,0.19550683,-0.043713592,0.06678454,0.2436685,-0.12830049,-0.21943112,350,0,350,0,-0.1588259,342.55823,0.0,0.0,31,True,1.5691904,,,,,,,,41,17,0.030428419,43,8,0,0.073185086,14.47106,0,0,0.9929956,0.37981728,0.5507086,0.318077,0.27699095,-178.27219,10.369102,-59.00761,-18.692286,False,350,56804.94297156454,11.594358,4899.361,13.801401,38,31246.47442098201,24.829605,1258.4363,14.10154,36,36565.58523524164,24.447403,1495.6838,13.340214,1.1937704,0,1,0,1,0,0.76132584,0.30013847,0.46118736,34.15712,3.7960398,2,24,10,15,9.541197,,,902.36176,,5750.0,4.5,-0.25,111,,,,13.084016,0.052342407,15,,NOT_AVAILABLE,215.657686273767,31.92073871699888,131.95750166204147,-5.580856013676548,False,False,0,True,True,False,False,False,False,True,False,1.0478935e-13,5.2341757e-13,0.99972606,,,,,,,,,,,,,,,,,,,,,,,0.0337447372921383
23,23,23,23,23,23,23,23,87,1636148068921376768,Gaia DR3 604917766793981184,604917766793981184,35704343,2016.0,132.88567668576638,0.017308919,11.80669028339527,0.009299683,1.156051408513861,0.021133034,54.703526,11.564205,-11.162732982401828,0.021512736,-3.020635670047927,0.016277315,-0.31664512,-0.06940582,-0.08268771,-0.049907926,0.11088404,0.006816425,0.08709495,0.31994778,-0.1559761,-0.2595425,402,0,401,1,-1.4565306,359.22217,0.0,0.0,31,False,1.5611691,,,,,,,,46,17,0.031361286,49,9,0,0.067136094,12.419325,0,0,0.9478665,0.33779842,0.5916871,0.29366714,0.15758705,-172.98636,12.085794,-52.72046,-13.967037,False,414,46673.21736494071,8.39619,5558.857,14.014697,46,25360.37375138644,17.177826,1476.3436,14.328153,46,30512.527806122143,18.325912,1664.9937,13.5367,1.1971084,0,1,0,1,0,0.7914524,0.31345558,0.47799683,36.070168,3.6340957,2,19,6,13,8.243814,,,870.9536,,5750.0,4.5,-0.25,111,,,,13.239225,0.0719525,14,,NOT_AVAILABLE,215.71813740067205,31.953000129091382,132.0156313189055,-5.598899494827832,False,False,0,False,False,False,False,False,False,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5870.426,5863.1533,5881.3354,4.2791,4.2649,4.2923,-0.3271,-0.3343,-0.3188,823.7349,811.0869,837.7507,0.0409,0.0368,0.0463,0.0344,0.0309,0.039,0.0184,0.0166,0.0209,PHOENIX,0.0350718162976121
24,24,24,24,24,24,24,24,89,1636148068921376768,Gaia DR3 604917835513456512,604917835513456512,1598498354,2016.0,132.88576013498908,0.018807575,11.814459418206557,0.010144951,1.122584325468417,0.022613486,49.64225,11.602543,-11.177682927891729,0.023712652,-3.1110125342820814,0.017305333,-0.23534991,0.057976358,-0.026188746,-0.017657183,0.051584627,0.017957063,0.019714214,0.30050257,-0.19436921,-0.19408683,423,423,418,5,0.81156325,1669.0474,0.14194568,30.764416,31,False,1.6773866,,,,,,,,48,18,0.03390392,52,9,1,0.09732225,15.247002,0,0,1.0275558,,,,,,,,,False,420,728131.1134213998,218.59981,3330.8862,11.031843,41,482544.57190307335,153.54219,3142.749,11.129699,42,363957.4016721252,106.75167,3409.3835,10.845269,1.1625681,0,0,0,0,0,0.28442955,0.09785557,0.18657398,32.654163,0.9038278,1,25,10,14,54.307823,-0.6988147,0.6892218,902.3618,17.592146,7500.0,4.0,-0.25,555,15.679049,6.60863,13.0,10.752052,0.066309765,13,54.41716,NOT_AVAILABLE,215.70986192936584,31.95632656114776,132.01358698948283,-5.591401056777754,False,False,0,True,True,True,False,False,True,True,False,1.0591349e-13,5.2903255e-13,0.9996156,8136.008,8104.4644,8161.758,3.8874,3.8713,3.9014,0.0396,0.0226,0.0527,910.5846,896.4298,925.4073,0.2202,0.209,0.2294,0.204,0.1935,0.2125,0.1084,0.1029,0.113,A,0.0352807339884817
25,25,25,25,25,25,25,25,91,1636148068921376768,Gaia DR3 604917281461920256,604917281461920256,1237365504,2016.0,132.8337997855924,0.018252015,11.778252739493274,0.010359491,1.1699554087559814,0.021718424,53.86926,11.139932,-10.831786398356805,0.02287243,-2.602016333286855,0.01773992,-0.26963118,-0.016688373,-0.09447057,-0.11052387,0.17071062,-0.028189486,0.10742899,0.2274377,-0.14711958,-0.23573458,356,356,354,2,6.4355364,839.4218,0.11839848,16.616173,31,False,1.5768627,,,,,,,,41,17,0.03300793,44,8,0,0.100474514,12.002871,0,0,1.2521957,,,,,,,,,False,360,167975.60155845026,34.01702,4937.987,12.624251,40,93565.75317059737,50.672173,1846.4918,12.91075,36,106287.82713313386,40.521423,2623.0034,12.181686,1.1897775,0,1,0,0,0,0.729064,0.28649902,0.44256496,34.941414,1.2170367,1,17,4,12,19.78163,0.20746394,0.34762856,870.95355,16.961813,6250.0,4.0,0.0,222,,,,11.973138,0.016406892,13,,NOT_AVAILABLE,215.7235088465859,31.89497667986021,131.97429503103163,-5.640072308576055,False,False,0,True,True,False,False,False,False,True,False,1.0405995e-13,5.1977417e-13,0.99979824,6042.1777,5988.1543,6069.9087,3.8426,3.8066,3.8653,-0.4015,-0.469,-0.3772,872.5032,848.9784,897.2477,0.0282,0.0073,0.041,0.024,0.0062,0.0349,0.0129,0.0033,0.0188,PHOENIX,0.0354850645152613
26,26,26,26,26,26,26,26,102,1636148068921376768,Gaia DR3 604920756091231488,604920756091231488,1492910855,2016.0,132.82604185779354,0.025335478,11.83879400844924,0.013334259,1.067366992601542,0.030147796,35.40448,11.253433,-10.915254168264472,0.032093678,-2.738064154138224,0.02210904,-0.2244184,-0.1714503,0.0055117966,0.042483043,0.1418837,0.037112784,0.021793984,0.2502396,-0.21471179,-0.10103235,375,0,375,0,10.074641,725.5151,0.1418761,10.033391,31,False,1.549814,,,,,,,,43,18,0.04501399,45,9,0,0.080642074,13.126024,0,0,1.3913423,0.35128146,0.5431222,0.30893642,0.25606117,-175.98697,10.784628,-56.00617,-20.760227,False,351,41927.96151323854,16.265932,2577.655,14.131107,39,22258.18384230976,38.472717,578.5446,14.469818,39,28246.03245725011,34.74635,812.92084,13.6205015,1.2045474,0,0,0,0,0,0.8493166,0.33871078,0.5106058,39.46029,5.2494745,2,22,7,12,7.8399835,,,870.9536,,5500.0,4.0,-0.5,111,,,,13.132236,0.07684952,15,,VARIABLE,215.6549983127196,31.913421894143987,131.95042223686346,-5.583872219141089,False,False,0,False,False,False,True,False,False,True,False,1.0270511e-13,5.1300685e-13,0.99993235,5827.1885,5814.323,5839.6685,4.2756,4.2599,4.2907,-0.4785,-0.4916,-0.4665,927.3815,903.3396,953.3107,0.1679,0.1613,0.1743,0.1409,0.1352,0.1463,0.0759,0.0728,0.0788,PHOENIX,0.0371428609988847
27,27,27,27,27,27,27,27,106,1636148068921376768,Gaia DR3 604917487620349184,604917487620349184,1430250157,2016.0,132.8222290853847,0.01798485,11.783505206210943,0.010040882,1.1946952151594008,0.022331245,53.498817,11.334437,-10.972369498134931,0.022466877,-2.841932055391597,0.016620161,-0.27116212,-0.03160439,-0.06041827,-0.034754213,0.12486658,0.020451201,0.03404872,0.33245692,-0.23222359,-0.24817437,382,243,381,1,1.5900705,808.7795,0.115263276,14.402247,31,False,1.5766798,,,,,,,,44,18,0.03268455,46,9,0,0.09932737,13.097955,0,0,1.0576373,,,,,,,,,False,383,125863.89169548528,23.483065,5359.773,12.937614,44,70129.6286541214,33.00515,2124.8086,13.223788,42,79644.04997078177,32.20606,2472.9524,12.495012,1.1899654,0,0,0,0,0,0.728776,0.28617382,0.44260216,34.524666,1.6003797,2,25,11,14,18.975111,,,882.85895,,6250.0,4.0,0.0,222,,,,12.216148,0.09913623,14,,NOT_AVAILABLE,215.7123038438621,31.88689096397996,131.96190706441914,-5.638095272417053,False,False,0,True,True,False,False,False,False,True,False,1.0508702e-13,5.249044e-13,0.99969655,,,,,,,,,,,,,,,,,,,,,,,0.0379601808183908
28,28,28,28,28,28,28,28,109,1636148068921376768,Gaia DR3 604918140455365888,604918140455365888,1740443012,2016.0,132.87445905580125,0.02242086,11.839681960715644,0.011258458,1.0647944907701663,0.026186388,40.662136,11.576375,-11.203108202857184,0.029512424,-2.915959134481836,0.019864803,-0.16373837,-0.015873214,-0.06002244,0.003128699,0.09475256,0.028784793,0.0006458374,0.18608038,-0.2744333,-0.05810832,392,0,389,3,6.1304893,585.9831,0.10185985,5.4091196,31,False,1.5267184,,,,,,,,45,17,0.04108174,47,8,0,0.10154858,13.956918,0,0,1.2282511,0.30322608,0.6055052,0.29625762,0.267834,-174.00711,5.6575146,-54.655148,-14.222933,False,376,39973.62903269394,7.203123,5549.486,14.182933,34,20220.73581438663,21.571875,937.3657,14.57405,33,28023.039300744746,18.79145,1491.2654,13.629107,1.2068901,0,3,0,0,0,0.9449425,0.3911171,0.5538254,33.46648,4.19452,2,21,12,11,7.1419764,,,833.5216,,5250.0,3.0,0.0,111,,,,13.272834,0.097763255,9,,NOT_AVAILABLE,215.67740665713697,31.956835018566235,131.99599978349713,-5.5701374387601374,False,False,0,True,True,False,False,False,True,True,False,1.03506843e-13,5.1701146e-13,0.999853,5380.4873,5356.8647,5395.8096,4.2869,4.2781,4.2964,-0.1387,-0.1605,-0.1226,851.1139,837.2922,863.1096,0.0859,0.0698,0.0957,0.0706,0.0572,0.0787,0.0376,0.0305,0.042,MARCS,0.0381340493582874
29,29,29,29,29,29,29,29,110,1636148068921376768,Gaia DR3 604918144751101440,604918144751101440,434079052,2016.0,132.87074596744992,0.014067724,11.84252187991014,0.007313205,1.1786681739848954,0.01725059,68.32625,11.417013,-11.006153622351537,0.018142048,-3.035254719334308,0.012031203,-0.22974926,0.048087284,0.086416006,0.033631936,0.114593074,0.05571377,-0.019209951,0.31180003,-0.20600386,-0.15510933,381,381,374,7,-2.1290965,641.5265,0.063210666,5.7644305,31,False,1.4595077,,,,,,,,43,16,0.025733186,47,7,2,0.057374127,10.092002,0,0,0.9217804,,,,,,,,,False,375,1514265.2114528422,242.38889,6247.2554,10.236862,45,658357.8424998821,227.31496,2896.2363,10.792387,45,1217251.2140902278,209.17601,5819.2676,9.534445,1.2386265,0,5,0,0,0,1.2579422,0.5555248,0.7024174,33.385845,0.16831473,1,19,10,11,112.225075,-0.37076202,0.36493886,902.3618,1.9017105,4750.0,2.5,0.0,222,,,,9.269952,0.016077016,5,123.83277,NOT_AVAILABLE,215.67257468402167,31.954722215649408,131.9917101620894,-5.568392703160979,False,False,0,True,True,True,False,False,False,True,False,1.0226838e-13,5.1082543e-13,0.9999756,,,,,,,,,,,,,,,,,,,,,,,0.0383422575219217
30,30,30,30,30,30,30,30,113,1636148068921376768,Gaia DR3 604920549932808320,604920549932808320,215206888,2016.0,132.81265751758596,0.017646816,11.8225261026052,0.0095555475,1.136264899751253,0.021901838,51.879887,11.336741,-11.01222952824843,0.02203629,-2.693048161844501,0.015493007,-0.24662209,-0.13858405,-0.15039553,0.012300636,0.18406956,0.07775069,0.0071461047,0.39313817,-0.16964397,-0.1981652,362,0,362,0,0.39070714,370.09714,0.0,2.1273114e-15,31,False,1.5644904,,,,,,,,42,18,0.031951975,44,9,0,0.061140273,16.155643,0,0,1.0137193,0.38896143,0.557866,0.2968828,0.23928359,-172.85617,9.907928,-55.25812,-19.895065,False,367,47860.40577309103,9.160898,5224.423,13.987426,41,26122.65116170573,21.065596,1240.0623,14.296,40,31120.21087954827,19.648407,1583.8541,13.515289,1.196038,1,0,0,0,0,0.7807102,0.30857372,0.4721365,31.594463,3.9715598,2,18,9,11,6.933852,,,851.45087,,6000.0,4.0,0.0,222,,,,13.330218,0.11456831,9,,NOT_AVAILABLE,215.66594724986587,31.89471735396995,131.9421949884502,-5.603087081150537,False,False,0,False,False,False,False,False,False,True,False,1.0442868e-13,5.21616e-13,0.99976176,5923.1367,5911.1763,5935.0405,4.3419,4.3302,4.3528,-0.3069,-0.3175,-0.2961,842.9633,827.6267,858.2311,0.0471,0.0404,0.0534,0.0397,0.034,0.0451,0.0213,0.0182,0.0242,PHOENIX,0.0386453430648476
31,31,31,31,31,31,31,31,122,1636148068921376768,Gaia DR3 604918076031622144,604918076031622144,1668541854,2016.0,132.88390694834712,0.01949902,11.834331384283807,0.010038149,1.0569172875527764,0.022858743,46.236893,11.623062,-11.162308476606794,0.024629822,-3.2401290896551505,0.017891882,-0.21390395,0.053141214,-0.087569885,0.008108118,0.08200487,0.045256604,-0.009935631,0.25179306,-0.18047678,-0.17641823,421,421,419,2,16.243813,1673.7975,0.1396607,28.13818,31,False,1.569188,,,,,,,,49,18,0.034987275,51,9,0,0.09049734,15.15533,0,0,1.6137452,,,,,,,,,False,431,190757.6926584959,37.400497,5100.4053,12.486162,43,105026.04111863671,50.559868,2077.261,12.785299,42,122705.0283737432,45.218185,2713.6213,12.02574,1.1938238,0,1,0,0,0,0.75955963,0.29913712,0.46042252,32.959293,1.4118612,1,25,11,13,25.413883,0.76088095,0.4844254,870.87964,15.888439,5750.0,4.5,-0.25,111,17.122417,14.208666,7.0,11.826199,0.02003597,14,,NOT_AVAILABLE,215.68769457167795,31.9629953268544,132.00640250539453,-5.5727715986800535,False,False,0,True,True,False,False,False,False,True,False,1.0493143e-13,5.241272e-13,0.999712,,,,,,,,,,,,,,,,,,,,,,,0.0411501476983664
32,32,32,32,32,32,32,32,123,1636148068921376768,Gaia DR3 604917285757665920,604917285757665920,685818757,2016.0,132.8356724961179,0.014923144,11.771211754506856,0.008615248,1.1729727079209071,0.01835836,63.893112,11.528983,-11.099429816942466,0.018788788,-3.117707486872072,0.0147921555,-0.23415117,-0.033155344,-0.009704074,-0.03177346,0.22664918,0.04179501,0.1448631,0.31284475,-0.07325654,-0.2224322,353,326,353,0,-0.81639636,526.45636,0.069549754,5.1938105,31,False,1.605555,,,,,,,,41,18,0.027197942,43,7,0,0.103322975,12.180432,2,0,0.96826696,,,,,,,,,False,349,145249.20804157783,31.770142,4571.878,12.782083,37,85124.86586947304,57.98633,1468.0161,13.013401,35,86312.61163249129,47.549854,1815.2024,12.40771,1.1802989,0,1,0,0,0,0.60569096,0.23131847,0.37437248,33.748436,2.9266741,2,16,11,11,15.707685,,,870.95355,,6750.0,4.5,0.0,222,,,,12.191803,0.03347656,5,,NOT_AVAILABLE,215.73194373810568,31.89369197456615,131.97799070892276,-5.646350087155485,False,False,0,True,True,False,False,False,True,True,False,1.0589242e-13,5.289273e-13,0.99961686,6497.468,6481.9663,6512.1484,4.138,4.1251,4.1505,-0.1084,-0.1185,-0.0994,829.2936,817.7773,842.0203,0.0646,0.0568,0.0719,0.0563,0.0495,0.0627,0.0303,0.0266,0.0338,MARCS,0.0412425804616547
33,33,33,33,33,33,33,33,125,1636148068921376768,Gaia DR3 604917560635577472,604917560635577472,517858764,2016.0,132.81145056489564,0.013813701,11.78999323335232,0.0077958335,1.1505415402558807,0.017455915,65.91127,11.356976,-10.996764406915386,0.017433213,-2.837616702429988,0.013086609,-0.27900177,0.051142175,-0.051881783,0.00024903455,0.083650015,0.044798736,0.007159122,0.3733288,-0.21293433,-0.30991393,328,310,327,1,-1.5222243,438.51343,0.047962468,2.7025034,31,False,1.5754856,,,,,,,,38,17,0.025840344,40,7,0,0.10835083,14.248964,0,0,0.9396056,,,,,,,,,False,340,159314.45736753562,32.533306,4896.965,12.681729,38,88512.31987582843,42.092213,2102.8193,12.971033,37,101140.122035801,37.794968,2676.0208,12.235587,1.1904284,0,2,0,0,0,0.735446,0.28930378,0.4461422,34.67544,1.6098012,2,21,7,13,18.622906,,,870.8796,,6000.0,4.5,-0.25,111,,,,12.043541,0.04047491,14,,NOT_AVAILABLE,215.7001615988664,31.880026442585848,131.94993215779442,-5.634717658713997,False,False,0,True,True,False,False,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,5909.9595,5889.5547,5934.812,3.7935,3.7854,3.8016,-0.321,-0.3632,-0.2853,943.6063,939.451,950.1716,0.016,0.0053,0.0311,0.0135,0.0045,0.0264,0.0073,0.0024,0.0143,MARCS,0.0427129295489955
